Age,Workclass,Education,Marital_Status,Occupation,FamilyStatus,Race,Sex,Native_Country,Salary
49,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
75,Self-emp-not-inc,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
51,State-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States,<=50K
35,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,United-States,<=50K
28,Private,Some-college,Never-married,Sales,Other-relative,White,Female,United-States,<=50K
66,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
72,Private,9th,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,United-States,>50K
39,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,United-States,<=50K
27,Private,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male,United-States,<=50K
57,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Female,Jamaica,<=50K
24,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
28,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
23,Private,Some-college,Married-spouse-absent,Other-service,Not-in-family,White,Female,United-States,<=50K
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
23,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
31,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
27,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
34,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
57,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
39,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Cuba,>50K
23,Private,11th,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
24,Local-gov,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
36,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,England,<=50K
32,Private,Some-college,Divorced,Other-service,Other-relative,White,Male,Nicaragua,<=50K
35,Private,Assoc-acdm,Divorced,Other-service,Own-child,White,Female,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
47,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
35,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
44,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
32,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
32,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
63,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
27,Private,11th,Married-civ-spouse,Sales,Own-child,Black,Male,United-States,<=50K
23,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,United-States,<=50K
50,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
49,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
23,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Male,United-States,<=50K
61,Private,7th-8th,Widowed,Other-service,Unmarried,Black,Female,United-States,<=50K
41,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
27,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
53,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
17,Self-emp-not-inc,10th,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
53,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
24,Private,Bachelors,Married-spouse-absent,Prof-specialty,Own-child,White,Female,United-States,<=50K
22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
53,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
18,Private,11th,Never-married,Other-service,Other-relative,Black,Male,United-States,<=50K
24,Private,Some-college,Never-married,Sales,Unmarried,White,Male,Mexico,<=50K
20,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
30,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
37,State-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K
34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
20,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,Mexico,<=50K
47,Private,HS-grad,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
22,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
60,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
32,Private,HS-grad,Never-married,Priv-house-serv,Unmarried,White,Female,Mexico,<=50K
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
66,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,United-States,>50K
34,Private,Some-college,Divorced,Exec-managerial,Own-child,White,Male,United-States,<=50K
45,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
35,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
51,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
25,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,United-States,<=50K
51,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
25,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,United-States,<=50K
47,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
59,Local-gov,HS-grad,Separated,Protective-serv,Unmarried,Black,Female,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
40,Private,Some-college,Separated,Exec-managerial,Unmarried,White,Female,United-States,<=50K
42,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
37,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
51,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
25,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
31,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,>50K
42,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
35,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,United-States,<=50K
51,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
49,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,Japan,<=50K
56,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
52,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
47,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K
52,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
30,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,United-States,<=50K
43,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
26,Private,Some-college,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,Dominican-Republic,<=50K
58,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
66,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
46,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,United-States,<=50K
45,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
57,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,United-States,<=50K
25,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
21,State-gov,Some-college,Never-married,Tech-support,Own-child,White,Female,United-States,<=50K
37,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
45,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
39,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
20,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,<=50K
23,Private,HS-grad,Never-married,Protective-serv,Own-child,Black,Male,United-States,<=50K
25,Private,Bachelors,Never-married,Tech-support,Own-child,White,Male,United-States,<=50K
47,Private,5th-6th,Never-married,Priv-house-serv,Own-child,White,Female,El-Salvador,<=50K
24,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States,<=50K
35,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
44,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,Jamaica,>50K
47,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
28,State-gov,11th,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,India,<=50K
41,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
31,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
27,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
47,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
44,Private,HS-grad,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
61,Private,Some-college,Never-married,Priv-house-serv,Not-in-family,White,Female,United-States,<=50K
42,Federal-gov,Some-college,Divorced,Adm-clerical,Other-relative,White,Female,Puerto-Rico,<=50K
46,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
54,Local-gov,Masters,Widowed,Prof-specialty,Unmarried,White,Female,United-States,<=50K
49,Private,HS-grad,Widowed,Tech-support,Unmarried,White,Male,United-States,<=50K
56,Local-gov,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,United-States,<=50K
52,Private,Masters,Divorced,Prof-specialty,Own-child,White,Female,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Puerto-Rico,<=50K
25,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
18,Private,11th,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
58,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
31,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
28,Private,11th,Never-married,Machine-op-inspct,Not-in-family,Black,Male,United-States,<=50K
30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
75,Private,10th,Widowed,Priv-house-serv,Not-in-family,White,Female,United-States,<=50K
26,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
33,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
57,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
47,Self-emp-not-inc,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,Italy,>50K
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
21,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
17,Private,11th,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
22,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
32,Self-emp-not-inc,Assoc-voc,Divorced,Sales,Unmarried,White,Male,United-States,<=50K
59,Private,10th,Separated,Priv-house-serv,Not-in-family,Black,Female,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
33,Private,HS-grad,Separated,Protective-serv,Own-child,White,Female,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
51,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
27,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
60,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
64,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
37,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
36,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
41,Self-emp-not-inc,Masters,Divorced,Sales,Unmarried,White,Male,United-States,>50K
35,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
63,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
46,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,United-States,<=50K
47,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
24,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
29,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
74,Federal-gov,Some-college,Widowed,Transport-moving,Not-in-family,White,Female,United-States,<=50K
50,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
48,Private,12th,Separated,Adm-clerical,Own-child,Black,Female,United-States,<=50K
30,Private,9th,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,Mexico,<=50K
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
49,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
25,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
